Data de defunció/fecha de defunción;C.Valenciana;Homes/Hombres;Dones/Mujeres;Prov. Alacant/Alicante;Prov. Castelló/Castellón;Prov. València;DEPARTAMENT DE SALUT DE VINAROS;DEPARTAMENT DE SALUT DE CASTELLO;DEPARTAMENT DE SALUT DE LA PLANA;DEPARTAMENT DE SALUT DE SAGUNT;DEPARTAMENT DE SALUT DE VCIA CLINIC-LA MALVA-ROSA;DEPARTAMENT DE SALUT VCIA ARNAU DE VILANOVA LLIRIA;DEPARTAMENT DE SALUT DE VALENCIA - LA FE;DEPARTAMENT DE SALUT DE REQUENA;DEPARTAMENT DE SALUT DE VALENCIA -HOSPITAL GENERAL;DEPARTAMENT DE SALUT DE VALENCIA - DOCTOR PESET;DEPARTAMENT DE SALUT DE LA RIBERA;DEPARTAMENT DE SALUT DE GANDIA;DEPARTAMENT DE SALUT DE DENIA;DEPARTAMENT DE SALUT DE XATIVA - ONTINYENT;DEPARTAMENT DE SALUT D'ALCOI;DEPARTAMENT DE SALUT DE LA MARINA BAIXA;DEPARTAMENT DE SALUT D'ALACANT-SANT JOAN D'ALACANT;DEPARTAMENT DE SALUT D'ELDA;DEPARTAMENT DE SALUT D'ALACANT - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ELX - HOSPITAL GENERAL;DEPARTAMENT DE SALUT D'ORIHUELA;DEPARTAMENT DE SALUT DE TORREVIEJA;DEPARTAMENT DE SALUT DE MANISES;DEPARTAMENT DE SALUT D'ELX-CREVILLENT
2020-06-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-28;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-29;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2020-06-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-19;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2020-07-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-28;3;1;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
2020-07-29;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2020-07-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-02;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-04;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-08-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-06;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
2020-08-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-08;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-09;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-10;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2020-08-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-12;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-13;2;1;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-14;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2020-08-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-17;3;2;1;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-08-18;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-19;2;1;1;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-20;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-21;3;3;0;0;0;3;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-22;2;1;1;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-23;3;3;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2020-08-24;3;1;2;0;0;3;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-25;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-26;4;4;0;1;0;3;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-08-27;3;0;3;0;0;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-28;4;2;2;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
2020-08-29;3;3;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
2020-08-30;4;1;3;1;2;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-31;3;3;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2020-09-01;5;2;3;3;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0
2020-09-02;4;1;3;1;0;3;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-09-03;5;2;3;0;0;5;0;0;0;0;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-09-04;3;2;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
2020-09-05;4;3;1;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
2020-09-06;4;3;1;1;0;3;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-07;5;4;1;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0
2020-09-08;5;4;1;1;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0
2020-09-09;4;2;2;0;0;4;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-10;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-11;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-12;3;0;3;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
2020-09-13;5;3;2;0;1;4;0;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-09-14;4;2;2;1;0;3;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-15;10;6;4;5;1;4;0;0;0;1;0;0;2;0;1;0;0;0;0;1;0;0;0;1;0;0;1;2;0;1
2020-09-16;9;4;5;4;2;3;0;2;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1
2020-09-17;5;4;1;2;1;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2020-09-18;6;1;5;2;1;3;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
2020-09-19;2;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-20;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-09-21;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2020-09-22;9;5;4;4;3;2;0;1;2;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0
2020-09-23;6;3;3;2;1;3;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
2020-09-24;2;2;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-25;6;4;2;3;0;3;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0
2020-09-26;3;1;2;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-09-27;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2020-09-28;5;4;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0
2020-09-29;5;3;2;2;2;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
2020-09-30;6;5;1;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1
2020-10-01;2;2;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-02;3;2;1;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2020-10-03;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-10-04;6;5;1;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1
2020-10-05;3;1;2;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-10-06;6;3;3;1;2;3;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-10-07;4;2;2;1;1;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-10-08;4;3;1;1;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
2020-10-09;7;4;3;3;0;4;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0
2020-10-10;7;5;2;2;0;5;0;0;0;0;0;0;2;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1
2020-10-11;7;3;4;1;0;6;0;0;0;1;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0
2020-10-12;5;3;2;1;1;3;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2020-10-13;2;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-10-14;8;5;3;4;1;3;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0
2020-10-15;7;5;2;1;1;5;0;1;0;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2020-10-16;7;7;0;1;1;5;0;1;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2020-10-17;5;3;2;0;1;4;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-18;9;3;6;2;1;6;0;0;0;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0
2020-10-19;6;4;2;3;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1
2020-10-20;7;4;3;3;0;4;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0
2020-10-21;4;2;2;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0
2020-10-22;7;2;5;3;1;3;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
2020-10-23;12;9;3;4;2;6;0;1;1;1;0;0;0;0;0;3;0;1;0;1;0;0;1;1;1;0;0;0;0;1
2020-10-24;4;2;2;1;0;3;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-25;6;4;2;2;1;3;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1
2020-10-26;9;6;3;3;1;5;0;1;0;2;0;0;1;0;0;0;0;0;0;2;1;0;0;1;0;0;0;1;0;0
2020-10-27;13;5;8;3;2;8;1;1;0;0;1;0;2;0;0;1;3;0;0;0;0;0;2;1;0;0;0;0;1;0
2020-10-28;11;10;1;2;0;9;0;0;0;4;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0
2020-10-29;13;9;4;2;0;11;0;0;0;0;1;2;0;1;0;3;2;0;0;1;0;0;1;0;0;0;1;0;1;0
2020-10-30;17;11;6;9;3;5;0;2;0;2;1;0;0;0;1;0;1;0;0;1;1;0;1;2;1;0;3;1;0;0
2020-10-31;10;3;7;2;4;4;1;1;2;0;1;0;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2020-11-01;14;11;3;6;3;5;2;1;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;2;1;0;2;0;0;1
2020-11-02;8;3;5;3;1;4;1;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0;0
2020-11-03;15;8;7;7;3;5;1;2;0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;3;0;0;1;1;0;0
2020-11-04;11;7;4;4;3;4;2;1;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0
2020-11-05;15;11;4;6;4;5;1;2;0;2;1;0;2;0;1;0;0;0;0;0;1;0;0;1;1;0;2;0;0;1
2020-11-06;16;12;4;7;1;8;0;1;0;0;0;0;2;0;1;3;1;0;0;0;2;0;0;1;0;0;1;0;1;3
2020-11-07;18;11;7;9;3;6;2;1;0;0;2;0;1;0;2;0;0;0;2;0;1;1;1;3;0;0;0;0;1;1
2020-11-08;12;7;5;9;0;3;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;3;0;0;2;0;0;2
2020-11-09;21;9;12;8;2;11;0;2;0;0;2;0;1;1;2;0;3;2;0;0;0;1;2;3;0;1;1;0;0;0
2020-11-10;25;13;12;10;0;15;0;0;0;1;3;1;2;0;2;2;2;0;0;2;1;0;0;6;0;0;1;1;0;1
2020-11-11;16;10;6;5;4;7;0;3;1;0;0;1;1;0;2;2;1;0;0;0;1;0;2;1;0;0;1;0;0;0
2020-11-12;24;14;10;11;3;10;1;1;1;0;1;1;0;0;2;1;2;1;0;1;0;0;0;7;1;0;2;1;1;0
2020-11-13;21;13;8;10;2;9;1;1;0;2;0;0;0;0;3;0;0;2;0;0;1;0;0;6;2;0;1;0;2;0
2020-11-14;24;13;11;6;2;16;0;2;0;0;2;4;3;0;1;3;1;0;0;1;0;0;0;2;1;0;1;2;1;0
2020-11-15;17;9;8;9;1;7;1;0;0;0;2;0;1;0;2;0;2;0;0;0;0;0;2;2;2;0;2;1;0;0
2020-11-16;23;12;11;10;1;12;0;0;1;0;1;2;1;0;3;2;1;1;0;1;0;0;2;6;1;0;0;1;0;0
2020-11-17;25;13;12;14;3;8;1;1;1;0;5;0;1;0;2;0;0;0;0;0;4;1;2;2;1;1;0;3;0;0
2020-11-18;20;11;9;6;2;12;0;2;0;0;2;1;3;0;0;3;1;1;1;1;1;0;1;2;0;0;1;0;0;0
2020-11-19;18;8;10;6;1;11;1;0;0;0;1;2;2;0;0;2;1;1;0;1;2;0;1;2;0;0;1;0;1;0
2020-11-20;19;7;12;5;1;13;1;0;0;0;1;4;2;0;1;1;0;1;0;3;2;0;1;1;0;0;1;0;0;0
2020-11-21;18;10;8;7;0;11;0;0;0;1;0;5;1;0;1;2;0;1;0;0;0;0;1;1;0;1;1;2;0;1
2020-11-22;21;10;11;7;5;9;1;3;1;1;2;2;1;0;1;2;0;0;0;0;2;0;2;1;1;0;0;1;0;0
2020-11-23;20;12;8;12;1;7;0;1;0;1;0;1;3;0;1;0;0;1;0;0;1;0;0;4;1;0;5;1;0;0
2020-11-24;21;16;5;13;1;7;0;1;0;0;0;1;1;1;0;0;2;2;1;0;3;1;0;2;0;0;1;5;0;0
2020-11-25;23;12;11;10;2;11;0;0;2;2;0;1;1;0;1;2;1;2;0;1;1;0;1;2;1;0;1;4;0;0
2020-11-26;22;9;13;8;3;11;1;2;0;1;1;0;2;0;1;1;0;4;1;0;2;0;1;1;1;0;1;1;1;0
2020-11-27;20;12;8;9;1;10;0;1;0;1;3;0;0;0;1;1;0;0;0;1;2;1;3;2;1;0;0;0;3;0
2020-11-28;21;17;4;8;1;12;0;1;0;1;1;1;2;0;4;2;0;0;0;1;1;0;1;2;1;1;1;1;0;0
2020-11-29;15;7;8;6;0;9;0;0;0;3;0;1;1;0;2;1;0;1;0;0;1;0;0;2;0;0;2;0;0;1
2020-11-30;13;10;3;5;0;8;0;0;0;1;2;1;1;0;1;0;0;2;0;0;0;0;1;2;0;0;0;2;0;0
2020-12-01;22;11;11;7;2;13;0;2;0;4;1;1;1;0;3;1;0;0;0;0;1;1;1;1;0;0;1;2;2;0
2020-12-02;20;13;7;3;2;15;0;1;1;0;3;2;1;1;3;0;1;2;0;2;0;0;0;0;0;1;0;2;0;0
2020-12-03;16;9;7;4;3;9;1;1;0;1;0;0;3;0;1;2;1;0;0;0;0;1;2;0;0;1;0;0;2;0
2020-12-04;15;9;6;7;1;7;0;1;0;0;0;0;1;0;2;3;0;0;0;0;0;3;0;1;1;0;2;0;1;0
2020-12-05;7;6;1;3;1;3;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0
2020-12-06;10;5;5;3;1;6;1;0;0;0;1;1;0;0;0;2;0;0;0;1;1;0;1;0;0;0;0;1;1;0
